,Rank,Player,Team,CurrentSalary,RoundSalary,RoundScore,RoundValue,Year,Round 
39539,68,Thomas Liberatore,Bulldogs,"$576,900","$575,600",103,17.9,2022,17
39540,68,Adam Cerra,Blues,"$504,400","$398,600",103,25.8,2022,17
39541,68,Zach Tuohy,Cats,"$498,100","$480,300",103,21.4,2022,17
39542,68,Jordan Ridley,Bombers,"$504,300","$471,000",103,21.9,2022,17
39543,72,Tom Mitchell,Hawks,"$528,600","$463,900",102,22.0,2022,17
39544,72,Ben Keays,Crows,"$548,600","$530,200",102,19.2,2022,17
39545,72,Angus Brayshaw,Demons,"$550,300","$533,900",102,19.1,2022,17
39546,72,Jack Bowes,Suns,"$277,500","$409,400",102,24.9,2022,17
39547,76,Marcus Bontempelli,Bulldogs,"$639,500","$598,300",101,16.9,2022,17
39548,76,Liam Duggan,Eagles,"$435,200","$337,700",101,29.9,2022,17
39549,76,Darcy Byrne-Jones,Power,"$460,400","$427,700",101,23.6,2022,17
39550,79,Matt Crouch,Crows,"$498,000","$429,100",100,23.3,2022,17
39551,79,Rory Lobb,Dockers,"$455,200","$411,900",100,24.3,2022,17
39552,79,Jackson Macrae,Bulldogs,"$634,400","$622,200",100,16.1,2022,17
39553,82,Jamie Elliott,Magpies,"$418,400","$415,000",99,23.9,2022,17
39554,82,Jack Ziebell,Kangaroos,"$356,400","$321,700",99,30.8,2022,17
39555,82,Nick Daicos,Magpies,"$502,500","$482,100",99,20.5,2022,17
39556,85,Harrison Himmelberg,Giants,"$499,000","$545,100",98,18.0,2022,17
39557,85,Mabior Chol,Suns,"$373,600","$364,300",98,26.9,2022,17
39558,85,Max Gawn,Demons,"$622,100","$608,700",98,16.1,2022,17
39559,88,Steele Sidebottom,Magpies,"$409,200","$410,700",97,23.6,2022,17
39560,88,Lachlan Schultz,Dockers,"$383,600","$335,900",97,28.9,2022,17
39561,88,Dylan Shiel,Bombers,"$509,100","$480,200",97,20.2,2022,17
39562,88,Steven May,Demons,"$507,400","$379,100",97,25.6,2022,17
39563,88,Timothy English,Bulldogs,"$581,000","$605,100",97,16.0,2022,17
39564,93,Josh Daicos,Magpies,"$428,900","$351,500",96,27.3,2022,17
39565,93,Luke McDonald,Kangaroos,"$487,300","$417,700",96,23.0,2022,17
39566,93,Joel Selwood,Cats,"$401,500","$444,800",96,21.6,2022,17
39567,93,Dion Prestia,Tigers,"$518,800","$475,300",96,20.2,2022,17
39568,93,Nathan Fyfe,Dockers,"$313,600","$498,100",96,19.3,2022,17
39569,93,Zak Butters,Power,"$529,400","$471,000",96,20.4,2022,17
39570,99,Jayden Short,Tigers,"$543,800","$481,400",95,19.7,2022,17
39571,100,Adam Treloar,Bulldogs,"$530,600","$490,100",94,19.2,2022,17
39572,100,Travis Boak,Power,"$580,200","$513,000",94,18.3,2022,17
39573,100,Jack Scrimshaw,Hawks,"$463,300","$441,200",94,21.3,2022,17
39574,103,Darcy Cameron,Magpies,"$465,900","$540,400",93,17.2,2022,17
39575,103,Brayden Maynard,Magpies,"$455,900","$459,600",93,20.2,2022,17
39576,103,Rowan Marshall,Saints,"$506,500","$447,400",93,20.8,2022,17
39577,103,Jordan Clark,Dockers,"$482,300","$464,200",93,20.0,2022,17
39578,107,Jesse Hogan,Giants,"$463,400","$416,500",92,22.1,2022,17
39579,107,James Sicily,Hawks,"$624,700","$597,300",92,15.4,2022,17
39580,107,Tom Doedee,Crows,"$422,300","$402,100",92,22.9,2022,17
39581,107,Patrick Cripps,Blues,"$611,900","$520,000",92,17.7,2022,17
39582,111,Tom De Koning,Blues,"$412,100","$409,700",91,22.2,2022,17
39583,111,Jarman Impey,Hawks,"$339,300","$314,000",91,29.0,2022,17
39584,111,Christian Petracca,Demons,"$618,600","$526,900",91,17.3,2022,17
39585,111,Hugh McCluggage,Lions,"$570,800","$535,200",91,17.0,2022,17
39586,115,Jack Silvagni,Blues,"$419,200","$389,900",90,23.1,2022,17
39587,115,Hugh Greenwood,Kangaroos,"$416,100","$347,300",90,25.9,2022,17
39588,115,Brennan Cox,Dockers,"$445,400","$413,500",90,21.8,2022,17
39589,115,Harry Morrison,Hawks,"$415,600","$383,700",90,23.5,2022,17
39590,119,Lachie Neale,Lions,"$676,200","$620,400",89,14.3,2022,17
39591,119,Hayden Young,Dockers,"$508,200","$502,800",89,17.7,2022,17
39592,119,Jack Graham,Tigers,"$415,400","$458,800",89,19.4,2022,17
39593,119,Sebastian Ross,Saints,"$536,200","$517,400",89,17.2,2022,17
39594,119,Miles Bergman,Power,"$374,900","$339,600",89,26.2,2022,17
39595,119,Changkuoth Jiath,Hawks,"$427,500","$376,100",89,23.7,2022,17
39596,119,Ben McKay,Kangaroos,"$313,100","$261,900",89,34.0,2022,17
39597,119,Brandon Starcevich,Lions,"$381,500","$366,900",89,24.3,2022,17
39598,127,Sam Powell-Pepper,Power,"$408,400","$363,400",88,24.2,2022,17
39599,127,Kane Farrell,Power,"$403,300","$370,800",88,23.7,2022,17
39600,127,Lachlan Ash,Giants,"$335,300","$367,600",88,23.9,2022,17
39601,127,Sam Walsh,Blues,"$610,900","$591,500",88,14.9,2022,17
39602,127,Will Brodie,Dockers,"$563,600","$557,700",88,15.8,2022,17
39603,132,Todd Marshall,Power,"$425,000","$422,600",87,20.6,2022,17
39604,132,Matt Rowell,Suns,"$481,800","$488,300",87,17.8,2022,17
39605,134,Jaeger O'Meara,Hawks,"$472,400","$480,800",86,17.9,2022,17
39606,134,Caleb Serong,Dockers,"$498,800","$517,600",86,16.6,2022,17
39607,134,Nick Blakey,Swans,"$475,300","$473,200",86,18.2,2022,17
39608,137,Griffin Logue,Dockers,"$410,200","$350,700",85,24.2,2022,17
39609,137,Lewis Young,Blues,"$441,300","$420,000",85,20.2,2022,17
39610,137,Will Hoskin-Elliott,Magpies,"$330,900","$380,700",85,22.3,2022,17
39611,137,James Harmes,Demons,"$432,700","$367,900",85,23.1,2022,17
39612,141,Samuel Collins,Suns,"$379,100","$318,900",84,26.3,2022,17
39613,141,Gary Rohan,Cats,"$305,900","$355,500",84,23.6,2022,17
39614,143,Bradley Hill,Saints,"$418,400","$420,000",83,19.8,2022,17
39615,143,Willem Drew,Power,"$469,800","$419,000",83,19.8,2022,17
39616,143,Aliir Aliir,Power,"$406,800","$400,500",83,20.7,2022,17
39617,143,Jimmy Webster,Saints,"$333,600","$310,600",83,26.7,2022,17
39618,147,Corey Durdin,Blues,"$240,900","$226,600",82,36.2,2022,17
39619,148,Tyson Stengle,Cats,"$427,900","$391,500",81,20.7,2022,17
39620,148,Luke Ryan,Dockers,"$531,600","$479,100",81,16.9,2022,17
39621,148,Zak Jones,Saints,"$352,400","$374,400",81,21.6,2022,17
39622,148,Mark Blicavs,Cats,"$537,200","$514,400",81,15.7,2022,17
39623,148,Taylor Adams,Magpies,"$442,100","$420,900",81,19.2,2022,17
39624,148,Darcy Fort,Lions,"$379,900","$345,800",81,23.4,2022,17
39625,148,Jack Billings,Saints,"$405,400","$435,200",81,18.6,2022,17
39626,155,Jordan Dawson,Crows,"$603,100","$626,900",80,12.8,2022,17
39627,155,Jarryd Lyons,Lions,"$500,300","$464,300",80,17.2,2022,17
39628,155,Robbie Gray,Power,"$365,400","$356,700",80,22.4,2022,17
39629,155,Marlion Pickett,Tigers,"$386,600","$384,300",80,20.8,2022,17
39630,155,Robbie Fox,Swans,"$425,000","$329,800",80,24.3,2022,17
39631,160,Luke Shuey,Eagles,"$472,800","$427,100",79,18.5,2022,17
39632,160,Marcus Adams,Lions,"$384,200","$362,900",79,21.8,2022,17
39633,160,Mitch Robinson,Lions,"$301,000","$279,400",79,28.3,2022,17
39634,160,Beau McCreery,Magpies,"$315,400","$280,400",79,28.2,2022,17
39635,160,Zac Fisher,Blues,"$404,900","$378,900",79,20.8,2022,17
39636,160,Jack Redden,Eagles,"$482,600","$536,700",79,14.7,2022,17
39637,166,Sam Taylor,Giants,"$501,300","$419,700",78,18.6,2022,17
39638,166,Riley Thilthorpe,Crows,"$318,800","$267,100",78,29.2,2022,17
39639,166,Sam Durham,Bombers,"$354,000","$312,900",78,24.9,2022,17
39640,166,Karl Amon,Power,"$508,300","$498,300",78,15.7,2022,17
39641,166,Matthew Flynn,Giants,"$464,300","$454,400",78,17.2,2022,17
39642,166,Sam Draper,Bombers,"$398,700","$340,000",78,22.9,2022,17
39643,166,James Rowbottom,Swans,"$468,500","$376,800",78,20.7,2022,17
39644,166,Ed Richards,Bulldogs,"$460,400","$358,300",78,21.8,2022,17
39645,166,Curtis Taylor,Kangaroos,"$335,300","$318,500",78,24.5,2022,17
39646,166,Mason Cox,Magpies,"$335,100","$345,200",78,22.6,2022,17
39647,166,Sam Berry,Crows,"$478,700","$425,000",78,18.4,2022,17
39648,166,Brayden Fiorini,Suns,"$360,400","$321,100",78,24.3,2022,17
39649,178,Tim Kelly,Eagles,"$476,100","$484,400",77,15.9,2022,17
39650,178,Jack Crisp,Magpies,"$520,300","$519,400",77,14.8,2022,17
39651,178,Sam Menegola,Cats,"$344,000","$464,100",77,16.6,2022,17
39652,178,Andrew McGrath,Bombers,"$478,700","$462,200",77,16.7,2022,17
39653,178,Harry Edwards,Eagles,"$308,600","$281,900",77,27.3,2022,17
39654,178,Tom Hawkins,Cats,"$519,500","$448,600",77,17.2,2022,17
39655,184,Isaac Smith,Cats,"$436,300","$391,500",76,19.4,2022,17
39656,184,Dyson Heppell,Bombers,"$481,000","$465,800",76,16.3,2022,17
39657,184,Bailey Dale,Bulldogs,"$561,100","$545,200",76,13.9,2022,17
39658,187,Lance Franklin,Swans,"$427,500","$415,800",75,18.0,2022,17
39659,187,Max Holmes Injured,Cats,"$360,600","$256,500",75,29.2,2022,17
39660,189,Cody Weightman,Bulldogs,"$297,000","$294,600",74,25.1,2022,17
39661,189,Tom Highmore,Saints,"$252,500","$368,300",74,20.1,2022,17
39662,189,James Aish,Dockers,"$431,800","$426,300",74,17.4,2022,17
39663,192,Lachie Young,Kangaroos,"$385,100","$327,900",73,22.3,2022,17
39664,192,Rhylee West,Bulldogs,"$363,800","$357,600",73,20.4,2022,17
39665,192,Rhys Stanley,Cats,"$438,500","$413,300",73,17.7,2022,17
39666,192,Errol Gulden,Swans,"$472,000","$405,000",73,18.0,2022,17
39667,196,Jake Lever,Demons,"$375,700","$403,700",72,17.8,2022,17
39668,196,Will Hamill,Crows,"$284,000","$255,800",72,28.1,2022,17
39669,196,Jake Aarts,Tigers,"$172,600","$179,900",72,40.0,2022,17
39670,196,Dane Rampe,Swans,"$330,100","$300,200",72,24.0,2022,17
39671,196,Sam De Koning,Cats,"$362,600","$359,400",72,20.0,2022,17
39672,196,Isaac Quaynor,Magpies,"$376,700","$350,800",72,20.5,2022,17
39673,196,Ed Langdon,Demons,"$435,500","$366,600",72,19.6,2022,17
39674,196,Shane Edwards,Tigers,"$326,200","$325,800",72,22.1,2022,17
39675,204,Hugo Ralphsmith,Tigers,"$333,300","$316,900",71,22.4,2022,17
39676,204,Gryan Miers,Cats,"$351,200","$271,300",71,26.2,2022,17
39677,204,Harrison Petty,Demons,"$320,700","$271,200",71,26.2,2022,17
39678,207,Tom Powell,Kangaroos,"$308,000","$274,400",70,25.5,2022,17
39679,207,Liam Baker,Tigers,"$429,400","$507,500",70,13.8,2022,17
39680,207,Luke Breust,Hawks,"$350,300","$324,300",70,21.6,2022,17
39681,207,Finn Maginness,Hawks,"$264,600","$224,100",70,31.2,2022,17
39682,207,Nathan Broad,Tigers,"$454,700","$442,200",70,15.8,2022,17
39683,212,Bailey Williams,Eagles,"$304,400","$238,700",69,28.9,2022,17
39684,212,Justin McInerney Injured,Swans,"$397,000","$351,700",69,19.6,2022,17
39685,212,Tom Clurey,Power,"$333,300","$306,700",69,22.5,2022,17
39686,212,Oliver Wines,Power,"$580,700","$561,000",69,12.3,2022,17
39687,212,John Noble,Magpies,"$408,700","$427,600",69,16.1,2022,17
39688,212,Jack Riewoldt,Tigers,"$387,300","$349,900",69,19.7,2022,17
39689,212,Tom Barrass,Eagles,"$510,900","$459,500",69,15.0,2022,17
39690,219,Alex Neal-Bullen,Demons,"$392,200","$371,200",68,18.3,2022,17
39691,219,Nicholas Naitanui,Eagles,"$537,500","$584,500",68,11.6,2022,17
39692,219,Jase Burgoyne,Power,"$298,000","$117,300",68,58.0,2022,17
39693,219,Cameron Rayner,Lions,"$390,700","$371,500",68,18.3,2022,17
39694,219,Jai Newcombe,Hawks,"$478,200","$416,500",68,16.3,2022,17
39695,219,Joel Amartey,Swans,"$223,000","$297,200",68,22.9,2022,17
39696,219,Bailey Scott,Kangaroos,"$385,100","$364,300",68,18.7,2022,17
39697,219,Michael Frederick,Dockers,"$330,600","$353,400",68,19.2,2022,17
39698,227,Bailey Banfield,Dockers,"$233,700","$238,700",67,28.1,2022,17
39699,227,Willie Rioli,Eagles,"$342,200","$311,800",67,21.5,2022,17
39700,227,Ben Miller,Tigers,"$339,700","$184,800",67,36.3,2022,17
39701,230,Daniel Butler,Saints,"$299,000","$263,700",66,25.0,2022,17
39702,230,Jacob Weitering,Blues,"$378,100","$426,700",66,15.5,2022,17
39703,230,Luke Foley,Eagles,"$305,200","$285,600",66,23.1,2022,17
39704,230,Oliver Florent,Swans,"$372,900","$293,300",66,22.5,2022,17
39705,230,Ned Reeves,Hawks,"$356,500","$323,900",66,20.4,2022,17
39706,230,Bradley Close,Cats,"$420,400","$375,500",66,17.6,2022,17
39707,236,Nick Murray,Crows,"$257,000","$267,700",65,24.3,2022,17
39708,236,Ryan Lester,Lions,"$250,500","$324,500",65,20.0,2022,17
39709,236,Luke Jackson,Demons,"$465,500","$396,500",65,16.4,2022,17
39710,236,Jack Payne,Lions,"$364,600","$359,400",65,18.1,2022,17
39711,236,Jason Castagna,Tigers,"$281,800","$279,900",65,23.2,2022,17
39712,236,Charlie Cameron,Lions,"$427,400","$393,800",65,16.5,2022,17
39713,236,Charlie Ballard,Suns,"$357,000","$333,800",65,19.5,2022,17
39714,236,Nathan Murphy,Magpies,"$337,100","$295,900",65,22.0,2022,17
39715,244,David Mundy,Dockers,"$419,000","$353,800",64,18.1,2022,17
39716,244,Lincoln McCarthy,Lions,"$374,100","$360,400",64,17.8,2022,17
39717,244,Ryan Burton,Power,"$455,000","$442,000",64,14.5,2022,17
39718,244,Sam Petrevski-Seton,Eagles,"$281,600","$262,800",64,24.4,2022,17
39719,244,Isaac Cumming,Giants,"$521,200","$472,800",64,13.5,2022,17
39720,244,Adam Saad,Blues,"$567,900","$558,600",64,11.5,2022,17
39721,244,Jack Newnes,Blues,"$320,900","$389,500",64,16.4,2022,17
39722,244,Caleb Graham,Suns,"$321,500","$290,500",64,22.0,2022,17
39723,244,Harry Schoenberg,Crows,"$322,800","$251,900",64,25.4,2022,17
39724,253,Ned McHenry,Crows,"$316,600","$295,500",63,21.3,2022,17
39725,253,Joshua Kennedy,Eagles,"$362,000","$238,500",63,26.4,2022,17
39726,253,James Blanck,Hawks,"$245,000","$102,400",63,61.5,2022,17
39727,253,Lachlan Hunter,Bulldogs,"$392,100","$418,600",63,15.1,2022,17
39728,257,Noah Cumberland,Tigers,"$368,800","$123,900",62,50.0,2022,17
39729,257,Thomas Jonas,Power,"$344,500","$304,000",62,20.4,2022,17
39730,257,Patrick Lipinski,Magpies,"$472,700","$436,800",62,14.2,2022,17
39731,257,Josh Dunkley,Bulldogs,"$596,400","$554,300",62,11.2,2022,17
39732,257,Tim Membrey,Saints,"$417,200","$373,200",62,16.6,2022,17
39733,257,Toby Greene,Giants,"$421,000","$470,200",62,13.2,2022,17
39734,257,Ryan Clarke,Swans,"$313,100","$330,500",62,18.8,2022,17
39735,257,Nakia Cockatoo,Lions,"$303,000","$285,800",62,21.7,2022,17
39736,265,Michael Hibberd,Demons,"$339,700","$312,300",61,19.5,2022,17
39737,265,Ryan Gardner,Bulldogs,"$339,800","$305,800",61,19.9,2022,17
39738,265,Nicholas Holman,Suns,"$348,200","$363,500",61,16.8,2022,17
39739,265,Christian Salem,Demons,"$390,400","$446,700",61,13.7,2022,17
39740,269,Wayne Milera,Crows,"$321,200","$312,500",60,19.2,2022,17
39741,269,Jeremy Cameron,Cats,"$501,500","$527,200",60,11.4,2022,17
39742,269,Jesse Motlop,Blues,"$242,700","$169,400",60,35.4,2022,17
39743,269,Tom Fullarton,Lions,"$255,500","$262,400",60,22.9,2022,17
39744,269,Josh Schache,Bulldogs,"$217,300","$249,400",60,24.1,2022,17
39745,269,Nasiah Wanganeen-Milera,Saints,"$303,200","$288,500",60,20.8,2022,17
39746,275,Jamaine Jones,Eagles,"$352,700","$303,700",59,19.4,2022,17
39747,275,Cameron Zurhaar,Kangaroos,"$351,200","$305,200",59,19.3,2022,17
39748,275,Jack Darling,Eagles,"$376,500","$352,000",59,16.8,2022,17
39749,275,Nic Newman,Blues,"$441,600","$455,400",59,13.0,2022,17
39750,275,Zac Bailey,Lions,"$421,100","$394,800",59,14.9,2022,17
39751,280,Brandon Walker,Dockers,"$304,300","$304,800",58,19.0,2022,17
39752,280,Thomson Dow,Tigers,"$294,800","$283,300",58,20.5,2022,17
39753,280,Alex Keath,Bulldogs,"$310,300","$329,700",58,17.6,2022,17
39754,283,Max King,Saints,"$381,100","$321,300",57,17.7,2022,17
39755,283,Jack Henry,Cats,"$338,600","$334,200",57,17.1,2022,17
39756,283,Aaron Naughton,Bulldogs,"$436,800","$462,100",57,12.3,2022,17
39757,283,Carter Michael,Lions,"$188,300","$123,900",57,46.0,2022,17
39758,287,Josh Ward,Hawks,"$351,200","$248,400",56,22.5,2022,17
39759,287,Matt Cottrell,Blues,"$335,900","$319,900",56,17.5,2022,17
39760,287,Kamdyn Mcintosh,Tigers,"$393,700","$375,700",56,14.9,2022,17
39761,287,Connor MacDonald,Hawks,"$279,100","$230,800",56,24.3,2022,17
39762,287,Ben Hobbs,Bombers,"$347,900","$328,700",56,17.0,2022,17
39763,287,Jake Bowey,Demons,"$380,500","$307,700",56,18.2,2022,17
39764,287,Flynn Perez,Kangaroos,"$265,400","$222,800",56,25.1,2022,17
39765,294,Andrew Phillips,Bombers,"$325,500","$312,200",55,17.6,2022,17
39766,294,Chayce Jones,Crows,"$268,700","$190,600",55,28.9,2022,17
39767,294,Mason Wood,Saints,"$393,800","$322,900",55,17.0,2022,17
39768,297,Callum Wilkie,Saints,"$454,000","$409,500",54,13.2,2022,17
39769,297,Josh Carmichael,Magpies,"$218,900","$102,400",54,52.7,2022,17
39770,297,Eric Hipwood,Lions,"$313,000","$271,000",54,19.9,2022,17
39771,297,Jake Stringer,Bombers,"$378,400","$406,500",54,13.3,2022,17
39772,297,Ben Brown,Demons,"$339,100","$237,700",54,22.7,2022,17
39773,297,Mitchell Hannan,Bulldogs,"$239,300","$257,100",54,21.0,2022,17
39774,303,Jack Higgins,Saints,"$341,700","$268,200",53,19.8,2022,17
39775,303,Mitch Georgiades,Power,"$319,300","$336,400",53,15.8,2022,17
39776,303,Bailey Williams,Bulldogs,"$317,000","$351,500",53,15.1,2022,17
39777,303,Will Hayward,Swans,"$377,100","$294,900",53,18.0,2022,17
39778,307,Nicholas Martin,Bombers,"$436,000","$375,000",52,13.9,2022,17
39779,307,Matthew Taberner,Dockers,"$311,300","$300,100",52,17.3,2022,17
39780,307,Nathan Wilson,Dockers,"$264,300","$391,300",52,13.3,2022,17
39781,307,Bayley Fritsch,Demons,"$360,600","$329,000",52,15.8,2022,17
39782,311,Michael Walters,Dockers,"$365,700","$369,200",51,13.8,2022,17
39783,311,Toby Bedford,Demons,"$273,900","$240,400",51,21.2,2022,17
39784,311,Sam Day,Suns,"$235,600","$277,600",51,18.4,2022,17
39785,311,Jake Waterman,Eagles,"$310,900","$344,900",51,14.8,2022,17
39786,311,Trey Ruscoe,Magpies,"$233,400","$260,100",51,19.6,2022,17
39787,311,Darcy Fogarty,Crows,"$373,400","$386,800",51,13.2,2022,17
39788,311,James Madden,Lions,"$148,400","$310,300",51,16.4,2022,17
39789,311,Jack Lukosius,Suns,"$360,400","$375,600",51,13.6,2022,17
39790,319,James Jordon,Demons,"$411,200","$489,600",50,10.2,2022,17
39791,319,Tom Green,Giants,"$534,600","$505,300",50,9.9,2022,17
39792,319,Patrick Parnell,Crows,"$248,300","$171,300",50,29.2,2022,17
39793,319,Travis Colyer,Dockers,"$309,600","$281,000",50,17.8,2022,17
39794,319,Lochie O'Brien,Blues,"$354,400","$345,100",50,14.5,2022,17
39795,319,Callum Coleman-Jones,Kangaroos,"$312,700","$348,300",50,14.4,2022,17
39796,325,Jack Petruccelle,Eagles,"$290,400","$255,700",49,19.2,2022,17
39797,325,Jackson Mead,Power,"$262,100","$240,500",49,20.4,2022,17
39798,325,Adam Kennedy,Giants,"$329,400","$354,100",49,13.8,2022,17
39799,325,Jade Gresham,Saints,"$481,800","$490,300",49,10.0,2022,17
39800,325,Ivan Soldo,Tigers,"$297,300","$298,700",49,16.4,2022,17
39801,330,Kysaiah Pickett,Demons,"$365,000","$315,200",48,15.2,2022,17
39802,331,Peter Ladhams,Swans,"$429,400","$387,400",46,11.9,2022,17
39803,331,Lachie Whitfield,Giants,"$473,800","$477,500",46,9.6,2022,17
39804,331,Phil Davis,Giants,"$296,000","$332,100",46,13.9,2022,17
39805,331,Jack Ginnivan,Magpies,"$316,900","$269,200",46,17.1,2022,17
39806,331,Jason Johannisen,Bulldogs,"$298,700","$311,300",46,14.8,2022,17
39807,336,Jacob Koschitzke,Hawks,"$305,800","$296,400",45,15.2,2022,17
39808,336,Jake Kelly,Bombers,"$332,200","$353,800",45,12.7,2022,17
39809,336,Riley Garcia,Bulldogs,"$212,200","$270,300",45,16.6,2022,17
39810,339,Patrick Ryder,Saints,"$356,800","$377,700",44,11.6,2022,17
39811,339,James Rowe,Crows,"$282,300","$327,600",44,13.4,2022,17
39812,339,Dylan Stephens,Swans,"$367,000","$251,700",44,17.5,2022,17
39813,339,Lachlan Keeffe,Giants,"$250,000","$243,700",44,18.1,2022,17
39814,339,Ben McEvoy,Hawks,"$491,400","$483,700",44,9.1,2022,17
39815,344,Brady Hough,Eagles,"$250,700","$252,000",43,17.1,2022,17
39816,344,Taylor Walker,Crows,"$499,200","$509,800",43,8.4,2022,17
39817,344,Joe Daniher,Lions,"$338,800","$332,600",43,12.9,2022,17
39818,344,Jed Bews,Cats,"$272,000","$259,700",43,16.6,2022,17
39819,344,Harrison Jones,Bombers,"$268,700","$285,900",43,15.0,2022,17
39820,349,Levi Casboult,Suns,"$270,600","$262,500",42,16.0,2022,17
39821,349,Will Snelling,Bombers,"$278,700","$370,500",42,11.3,2022,17
39822,349,Zane Trew,Eagles,"$175,400","$123,900",42,33.9,2022,17
39823,352,Darragh Joyce,Saints,"$179,200","$206,700",40,19.4,2022,17
39824,352,Denver Grainger-Barras,Hawks,"$254,300","$240,300",40,16.6,2022,17
39825,354,Jordon Butts,Crows,"$280,500","$247,800",39,15.7,2022,17
39826,355,Jamarra Ugle-Hagan,Bulldogs,"$261,300","$191,600",38,19.8,2022,17
39827,355,Tom McCartin,Swans,"$331,100","$328,900",38,11.6,2022,17
39828,355,Daniel Lloyd,Giants,"$253,800","$286,400",38,13.3,2022,17
39829,355,Aidan Corr,Kangaroos,"$380,700","$391,600",38,9.7,2022,17
39830,355,Paul Curtis,Kangaroos,"$296,600","$268,100",38,14.2,2022,17
39831,355,Tom Sparrow,Demons,"$371,500","$376,700",38,10.1,2022,17
39832,361,Ethan Hughes,Dockers,"$283,700","$355,000",37,10.4,2022,17
